age,gender,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,mental_stress_level,AI_tool_usage_hours,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
26,Female,2,4,7.4,100,6.4,9.3,6.6,0,3.4,No,Single,5.4,0,8,4,4.7,100,100
26,Female,1,4,4.1,92,7.4,8.3,3,4.1,0.4,No,In a Relationship,5,3.5,19,1,5.1,100,100
22,Male,2,3.56,4.4,100,4.8,4.4,2.2,2.4,1.2,Yes,Single,5.5,0.2,14,0,4.4,100,100
22,Female,2,4,5.2,97,6.7,6.6,3,0.4,4.3,No,Single,3.2,1.2,4,2,7,100,100
19,Male,2,3.37,1.4,70,9.8,6.4,4.3,0,1.5,No,In a Relationship,3.9,2.9,18,2,1.4,93,85
28,Female,3,4,6.1,100,5.7,4.7,2.7,0.8,5.6,Yes,Single,4.4,1,15,1,4.2,100,100
28,Female,2,3.16,0.5,79,8.5,4.7,3.8,2,1.8,No,In a Relationship,2.9,1.5,12,2,1.8,97,89
28,Female,1,3.52,2.3,100,7.1,6.9,3.4,0.2,5.2,Yes,In a Relationship,3.1,0.2,9,0,7.5,100,89
21,Female,1,3.72,2.8,87,6.3,4.8,2.4,1.9,7.5,No,Single,3.2,0.7,8,0,0,100,87
23,Male,4,3.69,4.4,90,5.4,7.3,3,1.6,1.5,Yes,In a Relationship,4.1,0.3,15,1,3.1,100,97
25,Female,2,3.7,3.8,100,7.2,8.7,5.2,1.8,7.9,Yes,In a Relationship,3.7,2.5,4,2,1.3,100,96
26,Male,4,3.49,3.2,88,8.7,6.4,3.2,3.9,3,Yes,In a Relationship,6.1,0.5,9,3,3.1,100,86
18,Female,3,4,3.5,91,6.5,2.6,1.3,3.2,1.7,Yes,In a Relationship,2.4,0.5,15,2,1.8,100,100
20,Female,1,3.36,2,87,6.9,6,2.3,0.3,2.4,No,Single,5.4,0.3,5,2,2.4,100,97
22,Female,2,4,1.3,95,8.2,2.2,0,0,2.2,No,Single,3,1.6,5,1,6.8,84,94
22,Female,3,4,4.6,100,7.4,4.3,3,0.3,5.8,Yes,In a Relationship,2.2,1.8,15,3,5.1,100,95
28,Male,1,3.12,4.5,89,5.1,8.3,4.8,0.7,5.6,Yes,Single,5.7,0,11,4,5.2,100,79
28,Male,2,4,5.9,100,7.1,2.3,0.8,2.6,5.6,No,Single,2.8,1.3,20,1,5.9,100,100
23,Male,2,3.47,2.3,82,8.8,3.5,3,1.1,0.4,Yes,In a Relationship,5.2,1.5,10,1,4.1,91,97
25,Female,2,3.86,4.5,92,7,8.9,4.3,1.1,3.4,No,In a Relationship,5.3,2.6,4,1,4.1,100,91
28,Male,2,2.9,3.1,77,3.7,6.7,4.4,3.3,0,Yes,In a Relationship,6.7,0,18,3,3.2,100,84
23,Male,1,4,5.3,100,7.5,5.6,4.7,1.8,5,Yes,In a Relationship,3.9,0.1,5,2,5.3,100,92
26,Female,2,4,5,100,6.8,1.8,0,2.2,2,No,In a Relationship,4.4,1.8,7,1,1,100,100
20,Male,2,3.7,3.8,96,4.8,5.7,3.6,0,4,Yes,In a Relationship,4.6,1.1,10,3,0.7,98,89
20,Male,4,3.49,3,90,5,4.9,0.5,1.4,2,No,Single,2.6,2.6,13,2,6.8,87,86
23,Female,3,4,4.9,100,8.2,2.3,1.3,0.9,0,No,In a Relationship,1.8,2.3,14,3,6.5,100,100
26,Female,4,4,4.5,91,6.1,5.4,4,0,4.8,No,In a Relationship,3.3,1.5,17,2,1.3,100,100
21,Male,3,3.55,2.5,83,5.9,7.2,3,1.1,4.9,Yes,In a Relationship,5,1.1,1,2,3.6,100,100
28,Male,4,3.14,1.5,80,7,6.4,3.9,0.5,3.3,Yes,Single,4.1,1,7,4,2.2,81,100
28,Female,1,3.66,3.1,91,6.2,4.7,1.4,2.3,0,Yes,Single,3.6,1.2,17,2,1,100,88
22,Male,2,3.54,5.8,100,7.1,7.4,5,1.5,4.5,Yes,In a Relationship,4.2,1.3,8,0,4.1,100,100
22,Female,4,4,5.2,96,6.8,9.2,3.8,1.4,1.5,No,Single,5.7,2.6,12,4,5.1,100,80
19,Male,4,2.67,1.8,70,5.6,5.6,4.1,0,4,Yes,In a Relationship,5.5,0,19,2,6.2,68,77
19,Female,2,2.96,1.7,82,6.4,4.5,1.2,2.6,2,Yes,Single,4,0.8,11,0,3.3,89,80
20,Female,4,3.79,5.4,100,7.5,9.4,4.6,0,2.2,No,Single,4.2,1.4,11,1,4.6,100,96
18,Male,4,3.45,1.8,83,7.1,4.9,2.3,0.7,4,Yes,Single,3.2,0.6,11,2,5.9,79,93
26,Male,2,3.59,4.3,95,6.9,4,1.9,1.1,1.4,No,In a Relationship,3.9,0.9,18,3,3.9,100,88
21,Male,4,3.53,2.6,90,9.3,7.6,3.7,2.1,2.7,No,In a Relationship,2.8,0.8,4,4,3.6,98,96
20,Female,1,4,5.9,100,7.9,7.9,3.7,1.1,4,No,Single,3.8,2.5,21,0,2.2,100,100
24,Female,3,4,2.3,88,8,3.5,1.5,0.3,7.3,No,Single,1.4,0.8,11,1,4,100,100
22,Female,1,3.78,5.2,93,6.8,10.7,5.9,2.7,2.9,No,In a Relationship,5.8,0.5,10,0,2.1,100,94
19,Male,1,3.46,3.8,94,7.3,8.6,5.5,0,4.7,No,In a Relationship,5.2,2,8,3,4.9,100,96
21,Female,1,3.92,3.9,93,6.5,7.3,3.7,2.4,0.7,No,In a Relationship,6.2,0.7,6,4,2.8,100,99
24,Male,2,2.95,0.5,66,7.9,8.2,3.4,2.1,6.4,No,Single,3.6,1,1,2,7.1,89,87
19,Female,2,2.72,0.5,70,6.9,7.2,3.3,1.2,1.4,No,Single,4.9,0.1,18,0,3.2,85,67
23,Female,1,3.75,3.2,91,7.3,3.5,0.5,1.6,2.7,Yes,Single,2.3,0.8,1,1,6.5,97,100
20,Female,1,4,3.9,96,7.2,5.2,3,1,4,Yes,In a Relationship,3.8,1.2,12,0,3.8,100,90
18,Female,4,3.72,1.8,92,7,9.2,2.9,0.2,1.4,Yes,Single,3.4,0,10,3,2.2,91,93
23,Female,1,4,1.9,91,10,4,1.9,0,5.2,No,Single,1,1.1,13,7,3.3,99,99
28,Male,1,3.69,4.3,100,6.2,5.7,2.3,0.1,1.7,Yes,In a Relationship,4.1,1.7,2,1,2.1,100,100
20,Male,4,4,4.3,100,6.2,3.6,0,0,4.7,Yes,Single,2.4,0,8,0,3.6,100,99
28,Female,4,3.86,3.3,98,7.8,4.9,1.2,2.7,5.1,Yes,In a Relationship,3.3,0.5,14,2,0,100,94
25,Female,1,3.75,4.7,100,6.3,9.8,4.2,2.4,4.2,No,In a Relationship,3.7,3.8,13,2,5.1,95,100
26,Male,2,2.4,1.7,76,6.7,8.5,5.4,1.2,4.4,No,In a Relationship,7.7,1,9,0,0,83,93
20,Male,4,3.44,3,87,5.7,4.3,1.4,0,8.1,No,Single,2.5,2.3,13,3,3.2,96,90
23,Female,2,4,6,100,7.6,8,3.1,0.7,3.8,No,In a Relationship,3.7,1.2,21,0,4,100,93
25,Female,2,4,3.6,100,7.6,7.2,4.4,2.3,3.2,Yes,In a Relationship,3.9,0.9,17,2,3.6,100,89
26,Female,3,3.5,3.7,85,6.6,6.1,2,1.5,3.7,No,Single,4.5,2.1,17,4,3.2,96,82
20,Male,3,3.82,7,100,7.9,7,3.8,0.3,5.5,Yes,In a Relationship,3.4,2.4,15,4,2.3,100,100
19,Male,2,2.96,1.4,67,4.8,6.8,2.7,1,7.7,No,In a Relationship,2.9,0.3,13,0,0.7,97,81
22,Female,3,4,4.7,90,6.2,8.5,4.6,2.5,2.7,No,Single,3.3,0.1,9,0,3.9,96,100
20,Male,1,4,6,100,6.8,3.4,0.9,4,1.2,No,Single,4.3,0,12,0,3.2,100,97
26,Female,4,3.24,3,89,5.6,1.9,1.1,2.9,5.3,Yes,Single,4.1,0.3,22,3,6,90,76
23,Female,1,3.75,4.8,100,4.9,4.2,3.2,1.1,0.3,Yes,In a Relationship,5.8,2.3,17,0,5,99,95
22,Male,2,2.75,2,76,6.6,3.7,2.9,0.1,3.5,Yes,Single,3.9,1.2,10,3,6.9,85,80
21,Male,4,3.82,2.5,83,7.8,5.6,2.7,0.7,3.6,No,Single,3.3,2.4,2,2,6.2,99,96
19,Female,1,3.93,4.1,90,8.5,3.9,3.7,3.1,2.8,No,Single,4.7,0.2,16,3,4.7,100,94
20,Female,1,4,4.7,100,6.3,4.2,1.4,1.3,2.9,No,In a Relationship,3.7,0.2,17,0,5.3,100,98
19,Female,2,4,5.2,100,7.9,3.9,0.7,0,0,Yes,Single,4.6,0.8,9,3,4.7,100,95
27,Female,2,4,5.9,100,7.8,6,2,0,1.3,No,Single,3.7,1.5,9,1,1.8,100,88
18,Female,2,3.88,3.4,100,8.5,5.8,2.2,0.2,4.9,No,Single,2.8,1.1,2,2,0.8,100,100
19,Male,4,4,5.3,100,6.6,6.5,2.4,0,0,No,Single,5,1.9,18,0,3.5,100,92
22,Female,1,2.77,3,85,4.8,8.2,4.7,2.6,2.8,No,In a Relationship,7,1.6,10,0,4.7,95,78
26,Female,2,4,4.9,100,7.1,6.6,4,4.4,2.4,No,Single,5.8,1.7,13,3,4.7,100,100
18,Female,2,3.4,3.8,80,5.8,6.5,3.6,2.7,0,Yes,Single,5.4,1.9,7,1,2.5,100,86
26,Male,1,3.46,4.2,89,6.1,5.1,3.1,2.8,6.4,No,In a Relationship,3.5,2.3,5,0,4.5,100,86
23,Female,4,4,4.1,100,6.6,5.4,2.1,2.7,0.9,No,In a Relationship,3.1,0,19,3,3.6,100,100
25,Male,1,3.53,1.1,85,6.6,2.6,1.5,0,4.1,No,Single,4.2,1.2,10,1,5.9,100,78
21,Male,3,3.33,1.8,77,7.2,5.3,1,1.3,2.1,No,In a Relationship,1.7,2,8,3,3.7,97,70
27,Female,3,4,3.7,100,7.8,3.7,1.8,1.5,1.3,Yes,Single,5.4,3.7,27,1,8.1,100,97
20,Female,4,3.06,1,73,6.6,5.9,2.7,3.8,2.5,No,In a Relationship,5.1,1.1,17,1,5.8,85,88
18,Male,4,4,4.7,100,7.5,4.5,1.1,0.6,2.3,Yes,Single,2.6,0,8,2,5.1,100,100
23,Female,1,4,4.8,100,7,7.5,3.1,2.4,2.6,No,Single,5.5,2.6,16,3,6,100,100
18,Female,4,4,4,93,8.1,3.5,2.5,0.5,1.4,No,Single,4.4,0,4,0,3.2,100,100
27,Female,4,2.92,1.8,88,6.8,4.8,2.2,0,1,No,In a Relationship,4.8,1.7,10,0,5.4,91,92
24,Female,4,3.86,5.6,100,6.9,8.2,4.5,0,5,No,In a Relationship,4.1,1.7,8,3,5.1,100,99
18,Female,1,4,6.6,100,6.6,5.1,0,0,3,Yes,In a Relationship,3.6,1.3,14,4,3.5,100,100
24,Female,1,4,3.7,100,6.8,5.2,2.2,1.3,2.9,Yes,Single,2.5,0,20,2,7.1,100,100
27,Female,3,3.94,4.3,93,6.1,2.3,0,2.5,1.2,No,In a Relationship,3.7,0.8,4,1,6.7,100,100
21,Male,2,4,3.8,82,5.9,8.6,3.2,4.8,6.1,No,Single,3.3,0,21,2,6.4,100,95
26,Female,4,4,4.3,87,7.9,7.9,3.9,2.5,2.8,No,In a Relationship,3.9,1.7,16,2,5.2,100,78
23,Male,2,3.63,3.3,100,5.7,5.4,0.8,0.4,0,No,Single,3.6,0.3,7,0,5.1,100,86
19,Female,2,3.37,3.4,92,6.6,2.5,1,2.9,3.6,Yes,In a Relationship,2.7,0,7,0,6.8,83,96
28,Male,3,4,4.9,100,8.2,3.9,0.3,2.6,1.5,No,In a Relationship,4.2,1.9,8,1,5.6,100,91
23,Male,4,4,7,100,6.6,4.6,2.9,1.3,4.8,No,In a Relationship,2.5,0,8,1,6.4,100,100
28,Male,2,3.37,1.4,81,8,3.7,2.3,0.1,5.1,No,Single,3.5,1.3,8,3,5.8,85,93
19,Male,4,3.72,3.3,84,6.3,6.1,2.4,0,4.8,No,In a Relationship,2.7,0.5,3,1,8.4,100,99
22,Male,2,2.87,1.7,76,5.7,6,2.2,0.4,2.1,Yes,In a Relationship,5.8,2.1,11,2,5.1,96,86
22,Female,3,4,5.9,95,5.1,3.7,1.3,1.6,2.8,No,Single,4.6,2,16,2,6.8,100,94
22,Male,3,3.29,2.6,84,8.6,9.2,4.5,3.3,3.5,No,In a Relationship,2.7,1.4,9,1,2.8,80,70
21,Male,2,3.15,1.3,71,5.6,5.8,3.2,0.5,4.8,No,Single,4.7,1.1,13,4,5.8,98,78
22,Female,4,3.93,4.5,92,7.9,3.7,1,1.7,0.9,No,Single,2.8,0.8,18,1,2.7,97,90
27,Male,2,4,6.1,100,5.8,4.7,1.7,2.2,3.2,Yes,Single,4.2,0,5,1,4.5,100,100
26,Female,2,4,4.5,100,8.6,4.2,1.5,0.6,6.7,No,Single,1,0.6,9,1,5.9,100,88
22,Female,3,3.91,3.8,91,9.6,9.4,4.9,0,1.9,No,Single,5.5,1.7,4,2,6.1,100,97
24,Female,4,3.38,4.1,81,5,5.6,3.9,1.5,2.9,Yes,In a Relationship,3.2,3.2,5,1,0.2,100,97
26,Male,2,4,5.6,100,5.7,4.7,2.6,0.1,8.2,No,Single,2.6,1.8,19,5,5.5,100,99
18,Male,1,2.91,2.2,82,7.9,7,5.4,0,2.5,Yes,Single,3.8,1.9,9,4,1.6,93,91
28,Female,1,2.95,3.3,69,7.6,10.3,5,3.5,0,Yes,Single,5.7,1.1,14,0,4.8,88,76
20,Female,3,3.3,2.8,87,7.9,5.1,2.5,0.7,2.9,No,Single,3.2,1.7,13,2,0.1,99,94
23,Male,1,3.46,1.7,75,6.3,4.3,2.2,2.1,6.3,No,In a Relationship,3.2,0,16,1,3.4,96,88
18,Male,4,4,3,89,9.4,5,2.3,1.9,5.1,No,In a Relationship,2,0.5,13,1,3.7,100,98
24,Female,4,4,5.2,100,7.1,5.4,1.4,0,1,Yes,Single,2.5,1.9,13,1,5.8,100,91
28,Male,2,3.72,4.3,92,5.5,9.2,5.4,1.8,3.8,No,Single,5.2,1.9,5,3,4.3,95,100
19,Male,4,4,4.5,100,6.7,3.6,1.3,1.9,2.6,Yes,In a Relationship,2.4,0.7,12,1,2.2,100,94
21,Male,3,3.5,3.7,88,5.6,6.6,4.1,1.7,4.6,Yes,In a Relationship,2.9,0,12,2,6.5,100,94
19,Female,4,3.88,4.3,100,8.9,5.1,3.8,1.5,1.8,No,Single,4.7,1.1,7,4,5,96,100
20,Male,2,3.32,2.3,81,6.2,5.5,2.3,2.2,4,Yes,Single,2.7,0.8,2,2,5.4,100,86
27,Male,3,2.96,3,87,7.6,10,5.5,2.1,6.8,No,In a Relationship,5.6,2.1,13,3,3.5,100,85
20,Female,3,3.92,3.8,100,6.4,2.8,0.5,2.3,0,No,Single,5.4,1.9,18,4,4.1,100,94
24,Female,3,4,3.9,90,6.3,6.5,2.7,0,4.2,No,In a Relationship,4.9,2.7,3,3,5.3,100,100
24,Female,1,3.57,4,76,4.7,4.4,2.1,0,5.6,No,In a Relationship,2.9,2.3,11,1,6.6,100,97
28,Male,3,3.23,3.3,77,7.7,5.9,4.2,0.8,0,No,In a Relationship,7.1,0.9,1,1,5.9,92,97
19,Female,4,4,2.9,100,8.6,7.1,3.3,1.4,1.6,Yes,Single,1.6,1.5,15,2,5,100,100
21,Male,3,4,8.2,100,5.9,6,0.2,2.5,2.2,Yes,In a Relationship,2.7,3.2,18,3,1.8,100,90
26,Male,1,3.42,4.9,100,5.1,8.4,4.7,4.1,1.5,Yes,Single,6.6,0.8,12,0,7.1,100,94
25,Female,2,3.71,4.1,100,8,6,3.5,0.5,1.4,Yes,Single,5.1,1.4,15,1,3.4,100,95
24,Male,3,3.86,3.2,81,5,3.8,1.2,3,2.3,Yes,Single,3.5,1.2,12,2,3.8,99,88
22,Male,4,3.63,2.8,86,8.5,7.6,2.3,1.6,4.7,No,Single,2.2,1.2,7,1,5.7,91,98
20,Female,2,3.31,3.3,84,5.9,4.3,0.9,0.7,6,No,In a Relationship,2.9,0.3,11,1,5.2,86,86
20,Female,4,4,3.9,100,5.7,4.6,2.5,2,5.6,No,Single,3.8,2.5,12,3,0,99,100
26,Female,1,2.94,0.7,66,7.3,5.9,3,2,5,Yes,Single,3.2,0.3,11,1,3.6,76,88
27,Female,3,2.88,1.1,85,5.8,5.6,2.3,1.9,6.7,No,In a Relationship,5.2,3.1,14,2,3.7,100,79
21,Female,4,3.6,2.5,80,6.2,5.7,2.1,3.3,7.1,No,In a Relationship,2.6,2.8,13,1,2.9,100,92
23,Male,1,4,3.8,100,7.4,5.2,0.4,0.7,3.3,No,In a Relationship,4.4,1.5,11,1,3.6,100,100
28,Male,4,3.03,3.1,93,4.1,7.8,3.3,2,5.9,No,In a Relationship,5.1,1.2,9,3,5.3,95,99
23,Female,3,4,5.7,100,9,3.2,0,0,3.8,No,Single,3.1,0.4,14,4,6.3,100,89
22,Male,3,3.09,1.3,77,7.1,5.8,2.8,0,2.6,Yes,Single,2.6,1.3,14,3,4.4,74,92
19,Male,4,3.18,2.4,100,5.4,3.6,0.1,1.4,2.9,Yes,In a Relationship,4.6,2.3,13,1,0.8,99,98
20,Female,4,3.65,5.8,92,5.8,5.2,2.9,0.5,5,No,Single,5.1,0.5,8,4,4.3,100,96
22,Male,2,3.78,3.7,89,8.2,7,2.8,3.1,5.9,Yes,In a Relationship,2.4,2.7,6,1,1.8,100,100
28,Male,3,4,4.8,100,7.7,6.2,3.4,2.6,4.2,No,Single,4.7,2.2,15,0,4,100,87
22,Female,3,4,6.6,100,8.7,7.7,4.1,2.1,2.2,No,In a Relationship,2.7,1.1,8,2,6.8,100,98
28,Female,2,3.11,2.5,77,6.2,9.5,4.4,1.3,2,No,Single,4.7,2,10,1,5,78,80
19,Female,2,3.46,3.4,100,7.4,4.1,0.4,0.2,0,No,Single,4.7,0.3,4,0,2.5,95,94
28,Female,3,3.86,3.1,78,7.5,6,2.7,0,3.7,No,In a Relationship,3.5,1.1,14,3,1.9,100,95
25,Female,1,3.16,0.6,77,7.8,8.2,5.8,0.4,3.6,No,In a Relationship,4.6,3.4,6,4,5.7,95,88
20,Female,4,3.8,3,99,8.4,5.9,3,2,0.9,Yes,Single,5.5,2.4,6,1,6.9,100,87
21,Male,3,4,4.8,94,6.1,3.2,1.6,0,3.9,Yes,Single,1.8,1.7,7,1,1.1,100,100
19,Male,2,3.88,4.3,98,6.9,6.3,2.7,3.3,3.9,No,Single,3.7,1.3,14,2,5.2,100,100
25,Male,2,3.44,4.4,97,6.3,2.6,2.2,1.6,0,No,In a Relationship,4.6,1.1,11,2,7.4,95,92
27,Male,1,3.69,2.9,96,6.9,5.2,1,2.4,2.4,Yes,Single,2.7,1.2,9,2,3.1,100,89
26,Male,1,3.08,2.5,94,7.8,8,4.1,3.3,5.8,No,Single,5.1,0.4,20,4,2.3,99,98
27,Female,3,4,5.4,95,5,6.8,3.7,0.2,1.7,Yes,In a Relationship,4.5,1.9,15,0,4,100,100
18,Male,2,3.81,2.8,98,8.3,3.2,0.8,1.1,3,No,In a Relationship,1.9,2.2,2,3,4.3,97,100
19,Female,4,4,3.9,95,5.6,5.7,2.7,2.3,3.3,Yes,Single,2,0.9,8,5,6.5,100,100
24,Male,4,4,3.7,96,6.6,2.9,2,0,2.9,No,In a Relationship,5,1.7,2,1,3.6,100,100
26,Male,4,4,5.7,100,8.5,4.4,0.4,2,4.4,Yes,Single,2,0.5,10,0,4.4,100,100
23,Female,1,4,5,100,7.4,3.5,0.7,3,4.9,Yes,In a Relationship,2.4,1.1,17,1,4.1,100,94
21,Female,1,3.39,1.6,74,7.4,5.7,0.9,2.3,5.5,No,In a Relationship,2.5,0.4,13,0,6.4,100,93
23,Female,4,3.13,1.7,84,5.6,6.2,2.7,1.9,2.4,Yes,Single,5.8,1,11,1,4.9,88,96
24,Female,2,4,4.4,100,5.7,5.4,2.1,0,4,No,Single,5.7,1.3,10,0,3.2,100,88
19,Male,4,4,3.4,98,8.1,4.9,1.4,1.4,4.7,Yes,Single,1.1,1.8,14,3,5.2,100,93
27,Female,3,3.08,2.8,99,6.3,4,2.2,0,2.8,No,In a Relationship,3.7,0.6,4,2,4.8,100,84
26,Female,1,3.91,5,97,6.4,6.4,3.9,1.4,1.6,No,In a Relationship,3.9,1.7,11,3,2.1,94,100
18,Male,1,3.83,3.8,100,8.2,6.5,3.3,1.5,3.3,No,Single,3.6,0.2,13,2,1.4,100,88
21,Female,1,3.36,3.6,75,5.7,6.9,4.3,0.5,1.8,Yes,Single,5.3,1.5,6,1,1,84,86
21,Female,2,4,4.7,98,7.3,4.8,2.5,3.2,1.6,No,Single,2.4,3.4,8,1,5.1,95,100
27,Male,3,3.55,2.9,85,7.1,7.9,5.2,0,3.4,Yes,In a Relationship,5.3,0.8,22,1,5.8,90,87
22,Male,3,4,5.9,100,7,6.4,3.3,4.6,2.6,No,Single,3.9,0,15,1,2.2,100,100
21,Male,1,3.34,2.3,88,6.4,7.9,2.1,2.4,3.4,No,Single,4.7,2.1,3,3,5.5,98,97
23,Female,1,3.96,4.5,100,6.3,5.5,2.9,2.6,0,Yes,In a Relationship,5,1.5,8,4,1.7,100,86
28,Female,2,4,5.7,97,5.7,3.1,0.9,1.6,2.6,No,Single,2.1,1.7,12,1,8.5,100,95
26,Female,3,3.62,1.4,92,7.6,5.1,2.3,0,0,Yes,In a Relationship,4.9,2.5,24,5,4.2,96,97
28,Male,2,3.29,3,81,6.2,8.2,3.4,0.6,0.9,No,In a Relationship,3.7,0.5,16,4,4.6,93,100
20,Male,2,4,5.2,96,8.2,8.6,3.7,1,2.8,No,In a Relationship,2.8,0.5,17,0,1.4,100,100
20,Male,2,3.77,5.2,100,6.7,7.5,2.2,1.2,5.4,Yes,In a Relationship,3.1,1.7,14,2,7,100,98
25,Female,3,2.98,3.2,71,5.7,10,6.9,0.5,4.1,Yes,Single,5.7,2.2,7,5,6.7,90,75
26,Male,2,3.88,2.4,97,6.7,6.3,2.5,3.6,3.2,Yes,In a Relationship,2.3,1.4,20,0,2,100,100
26,Male,4,4,4.9,89,6.5,2,0.3,0.2,2.2,No,Single,3.3,1.1,16,1,7.2,100,100
19,Male,1,4,5.3,98,8.2,7.2,4.6,1.1,2.5,No,Single,4.4,1.5,18,2,2.4,100,100
25,Male,4,3.6,1.8,85,6.6,5.4,3.7,0.2,5.6,No,In a Relationship,3.9,1.9,21,4,2.6,100,98
28,Male,3,2.96,1.7,84,6.7,6.7,3.1,1.2,0.8,Yes,Single,3,0,20,1,4.2,90,83
19,Male,3,3.6,3.8,79,8.7,5.1,2.1,0,1.5,No,Single,3.6,0.2,12,2,2.1,95,100
19,Female,3,3.56,4.4,94,7.6,6.7,3.4,0.8,5.1,No,In a Relationship,4.3,1.1,13,2,8.4,99,94
18,Female,4,3.88,3.1,76,9,7.2,5.2,2.8,2.3,No,In a Relationship,3.1,1.9,13,0,7.9,100,93
26,Female,4,3.84,4.5,100,8.5,7.1,3.1,1.6,6.9,Yes,Single,1.8,3.4,17,2,4.7,100,100
20,Female,2,3.43,2.4,88,5.9,1,0.6,0,4.4,No,In a Relationship,4.1,1.1,14,3,1,89,93
24,Male,2,3.09,0.5,78,8.2,2.7,0,1.8,5.3,No,Single,3.6,1.4,13,3,4.9,75,86
24,Female,3,3.66,2.9,90,8.8,6.3,3.4,2.1,0,No,Single,4.1,0.5,11,2,4.4,94,92
21,Female,2,4,3.6,91,8.8,1.9,1.3,1.8,5.1,No,Single,2,1.9,11,3,1.5,100,92
27,Male,4,3.54,3.1,87,8.2,6.2,2.7,1.9,1.3,Yes,In a Relationship,4.1,0.1,14,2,1.7,100,96
25,Female,1,3.43,1.8,94,8.2,4.4,1.6,3.5,4.4,Yes,In a Relationship,4.2,1.2,18,1,0,100,89
20,Female,4,2.65,0.8,72,6.6,5.2,1.5,3,2.3,Yes,Single,3,0.2,7,2,4,74,75
25,Female,3,3.55,2.7,83,6,7.1,1.7,0.5,3.4,No,Single,3.4,0,12,1,3.7,98,93
19,Male,3,4,4.8,100,6.6,5.2,1.8,0.7,0.8,Yes,In a Relationship,3.7,3.9,14,1,2.3,100,98
20,Male,4,3.9,5.4,90,5,8.2,4,0.4,0,No,Single,4.4,2,20,2,1,100,100
21,Male,1,4,5.3,100,8.6,8.4,3.7,1.7,3.3,No,In a Relationship,4.7,2,10,1,6.5,100,100
27,Female,1,3.72,2.3,100,6.7,4.6,1,2.3,2.4,Yes,In a Relationship,3.8,2.1,8,5,4.8,100,91
18,Male,1,3.26,1.8,79,8.5,3.2,1.2,0,1.2,No,Single,1.2,2.6,20,1,5.5,89,87
21,Male,3,3.55,4.2,100,5.5,4.4,3.4,1.8,0,No,Single,5.4,1.4,15,1,2.6,100,93
28,Male,3,4,4.5,82,8.3,7.8,4.4,0.5,0,Yes,Single,6.5,2.1,10,1,0,100,94
20,Male,4,3.89,4.1,94,6.4,6.9,4.4,0,4,No,In a Relationship,5,0.7,17,1,4.3,98,96
19,Male,1,2.51,0.5,64,5.5,5.8,1.3,1.6,2.5,No,In a Relationship,5.7,1,3,2,5.1,76,79
18,Male,1,3.2,2.2,89,9,6.7,4.3,3.9,1.8,No,Single,3.6,0,12,0,4.9,89,89
27,Male,3,3.68,3.5,100,8.3,3.1,0.1,1.5,3.4,Yes,In a Relationship,3.4,1.4,13,2,1.6,100,87
19,Male,4,4,4.2,97,7.3,4.1,2.5,2.8,5,No,In a Relationship,4.8,0.7,15,3,6.1,100,92
28,Female,1,3.85,4.7,91,7,6.1,3.5,1.7,3.5,No,In a Relationship,4.2,1.1,8,2,5.1,100,99
28,Male,4,4,3.7,100,7.5,1.9,0,1.3,2.1,No,Single,2.5,2,8,3,1.9,100,96
28,Female,4,3.62,4,90,7.2,7.9,5.9,2.1,7.3,No,In a Relationship,5.5,1.5,20,3,7.1,100,90
27,Male,1,3.56,3.6,82,6,7.7,4.8,0.7,1.7,No,In a Relationship,6,2.2,12,0,3.5,100,94
18,Male,4,3.47,4.5,93,6.5,6.1,3.8,0,0.2,No,Single,6.2,0.6,13,2,6.4,96,97
26,Male,2,4,4,100,9.4,7.6,1.4,0,3.2,No,In a Relationship,3,1.6,8,7,3.7,96,100
18,Female,1,3.79,3.6,99,10,6.7,2.7,1.3,2.5,Yes,In a Relationship,3,0.6,7,5,3.9,100,95
26,Female,4,3.85,3.1,94,8.9,8.3,4,2,4.9,Yes,Single,3.4,1,9,1,5.5,100,100
23,Male,4,3.92,3.6,100,7.6,4,1.1,1.8,1.9,No,In a Relationship,3,0.9,18,2,3,100,100
22,Female,2,3.88,4.2,100,6.6,5.6,2.5,0.6,2.7,No,Single,4.6,0.2,9,2,3.6,100,86
26,Female,3,3.96,3.9,89,6,6.7,4.2,1.5,1.3,No,Single,5.1,0.8,11,3,3.7,100,100
24,Male,1,4,4.1,100,6.1,6.7,0.6,0.8,4.6,No,In a Relationship,3.4,1.8,20,0,5.7,100,99
21,Female,4,3.7,5.5,100,6.3,6.2,3.3,0,3.3,No,In a Relationship,3.7,0.3,23,4,5.1,100,87
21,Female,3,4,3.9,100,9.6,2.5,0.2,0,2.4,Yes,In a Relationship,1.4,0.5,5,1,4.9,100,100
22,Female,2,3.57,2.5,92,9.2,3.5,1.4,1,2.7,No,Single,3.4,2.4,1,1,1.5,95,100
20,Female,2,4,4.8,100,7.9,5.4,2,2.5,3,No,In a Relationship,3.8,2.6,8,2,4.2,99,94
20,Female,1,2.58,1.5,75,5.8,8.3,3.6,1.4,0.1,No,In a Relationship,5,2,7,0,3.4,76,82
